sent_id, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
140, -96.73310279846191, -4.836655139923096, -30.88475152868045, -1, -1, -1, -1
141, -27.296198844909668, -3.8994569778442383, -15.677549355409852, -1, -1, -1, -1
142, -51.621761322021484, -5.162176132202148, -24.80166353961504, -1, -1, -1, -1
143, -137.80017471313477, -5.741673946380615, -39.070805974737866, -1, -1, -1, -1
144, -43.16315460205078, -4.795906066894531, -21.914509249986313, -1, -1, -1, -1
145, -38.96227169036865, -3.2468559741973877, -16.93581627340413, -1, -1, -1, -1
146, -60.17980480194092, -2.616513252258301, -17.548716175951004, -1, -1, -1, -1
147, -183.4107666015625, -5.731586456298828, -42.79415419098393, -1, -1, -1, -1
148, -138.36830043792725, -4.069655895233154, -30.95322618625555, -1, -1, -1, -1
149, -41.33521842956543, -5.905031204223633, -23.74084870674247, -1, -1, -1, -1
150, -96.35245323181152, -4.817622661590576, -30.76321849660155, -1, -1, -1, -1
151, -30.731480598449707, -5.121913433074951, -18.923015130530374, -1, -1, -1, -1
152, -37.84306716918945, -4.730383396148682, -20.386968273066405, -1, -1, -1, -1
153, -42.79567575454712, -3.0568339824676514, -17.018371818995483, -1, -1, -1, -1
154, -45.42418956756592, -4.542418956756592, -21.824041593363138, -1, -1, -1, -1
155, -108.69006586074829, -4.025557994842529, -28.483337086709966, -1, -1, -1, -1
156, -102.4152603149414, -4.655239105224609, -30.746427560038196, -1, -1, -1, -1
157, -31.177680015563965, -3.464186668395996, -15.829323954503721, -1, -1, -1, -1
158, -61.348299980163574, -4.382021427154541, -24.396113885753163, -1, -1, -1, -1
159, -101.72310733795166, -4.422743797302246, -29.662940002622594, -1, -1, -1, -1
160, -24.469382762908936, -4.893876552581787, -16.260878872954674, -1, -1, -1, -1
161, -79.49225664138794, -3.7853455543518066, -24.596150849041617, -1, -1, -1, -1
162, -22.34990358352661, -4.469980716705322, -14.852400590375051, -1, -1, -1, -1
163, -26.853158473968506, -5.370631694793701, -17.844992721408076, -1, -1, -1, -1
164, -33.13887596130371, -3.313887596130371, -15.92156545272071, -1, -1, -1, -1
165, -30.452736377716064, -4.350390911102295, -17.490504091120407, -1, -1, -1, -1
166, -35.4988489151001, -5.91647481918335, -21.858538607825423, -1, -1, -1, -1
